sessiondatetime,sessionId,userCountry,sourcetype,action_shopHomePageVisit,action_productPageVisit,action_addToCartVisit,action_purchaseVisit
20191020T062838,2.67113E+28,Germany,paysearch,0,1,0,0
20191020T185736,3.28307E+28,Germany,paysearch,0,1,0,0
20191020T130123,2.0927E+28,Germany,paysearch,0,1,0,0
20191020T131057,1.48505E+28,Germany,paysearch,0,1,0,0
20191020T193834,1.75599E+28,Germany,paysearch,0,1,0,0
20191020T152904,7.25672E+28,Germany,paysearch,0,1,0,0
20191020T090717,5.00549E+28,Germany,paysearch,0,1,0,0
20191020T091421,2.33424E+27,Germany,orgsearch,0,1,1,0
20191020T164415,5.76268E+28,Germany,orgsearch,0,1,0,0
20191020T183117,6.36105E+28,Germany,paysearch,0,1,0,0
20191020T114518,6.54961E+28,Germany,orgsearch,0,1,0,0
20191020T211948,5.20205E+28,Germany,orgsearch,0,1,0,0
20191020T185942,8.89515E+28,Germany,paysearch,0,1,0,0
20191020T113153,1.48399E+28,Germany,paysearch,0,1,0,0
20191020T092529,1.089E+28,Germany,affiliate,0,1,0,0
20191020T202617,9.15198E+28,Germany,paysearch,0,1,0,0
20191020T073112,7.56216E+28,Germany,paysearch,0,1,0,0
20191020T095443,1.2218E+28,Germany,paysearch,0,1,0,0
20191020T174344,4.27884E+28,Germany,paysearch,0,1,0,0
20191020T213801,4.60575E+28,Germany,orgsearch,0,1,0,0
20191020T184549,2.5237E+28,Germany,direct,0,1,0,0
20191020T065809,3.903E+28,Germany,affiliate,0,1,0,0
20191020T194140,4.28501E+28,Germany,affiliate,0,1,0,0
20191020T153808,1.23307E+28,Germany,paysearch,0,1,0,0
20191020T082250,7.28514E+28,Germany,paysearch,0,1,1,0
20191020T193610,7.80737E+28,Germany,direct,0,1,0,0
20191019T221620,8.03396E+28,Germany,paysearch,0,1,0,0
20191020T195703,5.69463E+28,Germany,orgsearch,0,1,0,0
20191020T183316,1.24809E+28,Germany,affiliate,0,1,0,0
20191020T122827,6.66949E+28,Germany,affiliate,0,1,1,0
20191020T135521,4.05841E+28,Germany,orgsearch,0,1,0,0
20191020T154039,2.79425E+28,Germany,direct,0,1,0,0
20191020T091919,3.10191E+28,Germany,orgsearch,0,1,0,0
20191020T143832,3.43626E+28,Germany,direct,0,1,0,0
20191020T125044,4.36466E+28,Germany,orgsearch,0,1,0,0
20191020T215640,1.12679E+28,Germany,direct,0,1,0,0
20191020T184301,1.75234E+28,Germany,paysearch,0,1,0,0
20191020T134842,7.55089E+28,Germany,direct,0,1,0,0
20191020T200534,5.05531E+28,Germany,orgsearch,0,1,0,0
20191020T164121,5.66916E+28,Germany,direct,0,1,0,0
20191020T071125,6.62868E+28,Germany,direct,0,1,0,0
20191020T143817,1.37267E+27,Germany,paysearch,0,1,0,0
20191020T132511,2.19888E+28,Germany,paysearch,0,1,0,0
20191020T155250,6.27061E+27,Germany,paysearch,0,1,0,0
20191020T194237,7.09784E+28,Germany,paysearch,0,1,0,0
20191020T180407,7.58212E+28,Germany,paysearch,0,1,0,0
20191020T200942,7.79513E+28,Germany,paysearch,0,1,0,0
20191020T084200,5.30176E+28,Germany,paysearch,0,1,0,0
20191020T212607,7.55623E+28,Germany,orgsearch,0,1,0,0
20191020T164100,2.03874E+28,Germany,paysearch,0,1,0,0
20191020T192932,5.66569E+28,Germany,orgsearch,0,1,0,0
20191020T200855,1.38619E+28,Germany,affiliate,0,1,0,0
20191020T092203,6.58409E+28,Germany,paysearch,0,1,0,0
20191020T084810,7.09363E+28,Germany,paysearch,0,1,0,0
20191020T182148,7.52003E+28,Germany,paysearch,0,1,1,0
20191020T124030,2.62103E+28,Germany,orgsearch,0,1,0,0
20191020T151754,1.51048E+28,Germany,paysearch,0,1,0,0
20191020T081856,7.69414E+28,Germany,orgsearch,0,1,0,0
20191020T004929,5.04742E+28,Germany,paysearch,0,1,0,0
20191020T202941,1.7125E+28,Germany,paysearch,0,1,0,0
20191020T144347,6.06755E+28,Germany,paysearch,0,1,0,0
20191020T185021,3.47597E+28,Germany,paysearch,0,1,0,0
20191020T070705,7.24675E+28,Germany,paysearch,0,1,0,0
20191020T120313,2.71962E+28,Germany,affiliate,0,1,0,0
20191020T181657,8.13155E+28,Germany,paysearch,0,1,0,0
20191020T153039,6.10512E+28,Germany,paysearch,0,1,0,0
20191020T110423,8.79913E+28,Germany,paysearch,0,1,0,0
20191020T210738,5.78923E+28,Germany,orgsearch,0,1,1,0
20191020T093529,6.46334E+28,Germany,direct,0,1,0,0
20191020T160118,4.83768E+28,Germany,orgsearch,0,1,0,0
20191020T100119,3.72381E+28,Germany,paysearch,0,1,0,0
20191020T150850,3.02869E+28,Germany,paysearch,0,1,0,0
20191020T115118,8.62762E+28,Germany,paysearch,0,1,0,0
20191020T202434,1.13456E+28,Germany,paysearch,0,1,0,0
20191020T122602,1.2988E+28,Germany,paysearch,0,1,0,0
20191020T153743,1.90626E+28,Germany,paysearch,0,1,0,0
20191020T085911,3.7838E+28,Germany,affiliate,0,1,0,0
20191020T064957,7.07509E+28,Germany,orgsearch,0,1,0,0
20191020T074304,7.06826E+28,Germany,paysearch,0,1,0,0
20191020T125035,6.74481E+27,Germany,orgsearch,0,1,0,0
20191020T103933,2.28041E+28,Germany,direct,0,1,0,0
20191020T183103,7.03397E+28,Germany,paysearch,0,1,0,0
20191020T120459,8.32033E+28,Germany,paysearch,0,1,0,0
20191020T164838,6.71413E+28,Germany,paysearch,0,1,0,0
20191020T173804,1.93965E+28,Germany,paysearch,0,1,0,0
20191020T022219,2.44142E+28,Germany,paysearch,0,1,0,0
20191020T094603,9.45845E+27,Germany,paysearch,0,1,0,0
20191020T172446,4.16904E+28,Germany,paysearch,0,1,0,0
20191020T112146,1.87047E+28,Germany,paysearch,0,1,1,0
20191020T121530,6.30389E+28,Austria,affiliate,0,1,0,0
20191020T205011,8.91859E+28,Germany,direct,0,1,0,0
20191020T102726,9.07424E+28,Germany,direct,0,1,0,0
20191020T140936,4.52398E+28,Germany,direct,0,1,0,0
20191020T180417,2.57963E+28,Germany,direct,0,1,0,0
20191020T185105,4.58032E+28,Germany,orgsearch,0,1,0,0
20191020T144407,2.51144E+28,Germany,orgsearch,0,1,0,0
20191020T024751,2.68588E+28,Germany,direct,0,1,0,0
20191020T190438,4.66281E+28,Germany,affiliate,0,1,0,0
20191020T110812,3.13802E+28,Germany,orgsearch,0,1,0,0
20191020T114900,3.26611E+28,Germany,orgsearch,0,1,0,0
20191020T190058,3.90303E+28,Germany,direct,0,1,1,0
20191020T102234,4.29114E+28,Germany,orgsearch,0,1,0,0
20191020T151958,3.3932E+27,Germany,paysearch,0,1,0,0
20191020T202429,2.31475E+28,Germany,paysearch,0,1,0,0
20191020T130017,7.26286E+27,Germany,direct,0,1,0,0
20191020T171003,7.13908E+27,Germany,orgsearch,0,1,0,0
20191020T201754,8.60308E+27,Germany,direct,0,1,0,0
20191020T212523,1.08156E+28,Germany,orgsearch,0,1,0,0
20191020T103410,1.12083E+28,Germany,direct,0,1,0,0
20191020T183101,7.61873E+28,Germany,direct,0,1,0,0
20191020T124222,7.8728E+28,Germany,orgsearch,0,1,0,0
20191020T092331,8.13393E+28,Germany,orgsearch,0,1,0,0
20191020T145750,8.33477E+28,Germany,direct,0,1,0,0
20191020T103852,8.54428E+28,Germany,affiliate,0,1,0,0
20191020T095023,8.67861E+28,Germany,paysearch,0,1,0,0
20191020T081529,4.89995E+28,Germany,direct,0,1,0,0
20191020T133557,6.99155E+28,Germany,direct,0,1,0,0
20191020T010025,5.51013E+28,Italy,direct,0,1,0,0
20191020T120122,5.91126E+28,Germany,paysearch,0,1,1,0
20191020T132752,6.35872E+28,Germany,orgsearch,0,1,0,0
20191020T112817,6.46702E+28,Germany,orgsearch,0,1,0,0
20191020T071157,4.52081E+28,Germany,paysearch,0,1,0,0
20191020T194014,4.52716E+28,Germany,paysearch,0,1,0,0
20191019T220058,4.5433E+28,Germany,paysearch,0,1,0,0
20191020T110734,4.89714E+28,Germany,paysearch,0,1,0,0
20191020T154653,2.96645E+28,Germany,paysearch,0,1,0,0
20191020T131208,3.03452E+28,Germany,paysearch,0,1,0,0
20191020T182613,3.24565E+28,Germany,paysearch,0,1,0,0
20191020T181952,3.33013E+28,Germany,paysearch,0,1,0,0
20191020T145311,3.49382E+28,Germany,paysearch,0,1,1,0
20191020T095507,3.56182E+28,Germany,paysearch,0,1,0,0
20191020T210748,4.31449E+28,Germany,paysearch,0,1,0,0
20191020T134545,2.08527E+28,Germany,paysearch,0,1,0,0
20191020T100022,2.82149E+27,Germany,paysearch,0,1,0,0
20191020T154755,3.98504E+27,Germany,orgsearch,0,1,0,0
20191020T162308,2.34746E+28,Germany,orgsearch,0,1,0,0
20191020T145150,1.88893E+28,Germany,orgsearch,0,1,0,0
20191020T112009,7.53263E+28,Germany,paysearch,0,1,0,0
20191020T095857,8.43318E+28,Germany,affiliate,0,1,0,0
20191020T063719,8.53155E+28,Germany,orgsearch,0,1,0,0
20191020T101309,8.77862E+28,Germany,paysearch,0,1,0,0
20191020T193421,8.79603E+28,Germany,paysearch,0,1,0,0
20191020T162328,6.89614E+28,Germany,paysearch,0,1,0,0
20191020T075458,4.99712E+28,Germany,paysearch,0,1,0,0
20191020T194027,6.85914E+28,Germany,paysearch,0,1,0,0
20191020T071827,5.04029E+28,Germany,orgsearch,0,1,0,0
20191020T103711,6.9667E+28,Germany,paysearch,0,1,1,0
20191020T115305,5.47868E+28,Germany,paysearch,0,1,0,0
20191020T143150,6.31417E+28,Germany,paysearch,0,1,0,0
20191020T074532,6.42498E+28,Germany,paysearch,0,1,0,0
20191020T134856,6.45813E+28,Germany,orgsearch,0,1,0,0
20191020T183945,4.5859E+28,Germany,orgsearch,0,1,0,0
20191020T114034,2.7687E+28,Germany,paysearch,0,1,0,0
20191019T221809,3.02846E+28,Germany,paysearch,0,1,0,0
20191020T092339,8.99755E+28,Germany,orgsearch,0,1,0,0
20191020T162950,2.35214E+28,Germany,orgsearch,0,1,0,0
20191020T092117,4.30758E+28,Germany,orgsearch,0,1,0,0
20191020T160042,1.29317E+28,Germany,orgsearch,0,1,0,0
20191020T190356,3.02565E+28,Germany,orgsearch,0,1,0,0
20191020T184406,8.91055E+28,Germany,paysearch,0,1,0,0
20191020T133338,4.00623E+28,Germany,paysearch,0,1,0,0
20191020T070306,2.29631E+28,Germany,direct,0,1,0,0
20191020T174425,1.75496E+28,Germany,paysearch,0,1,0,0
20191020T193556,8.19788E+28,Germany,paysearch,0,1,0,0
20191020T165302,5.49396E+28,Germany,orgsearch,0,1,0,0
20191020T150345,5.97117E+28,Germany,paysearch,0,1,0,0
20191020T094710,2.852E+28,Germany,orgsearch,0,1,0,0
20191020T103449,4.58916E+28,Germany,direct,0,1,0,0
20191020T124606,7.55388E+28,Germany,affiliate,0,1,0,0
20191020T105404,8.46205E+28,Germany,paysearch,0,1,0,0
20191020T191910,5.70691E+28,Germany,paysearch,0,1,1,0
20191020T172549,2.37963E+28,Germany,affiliate,0,1,0,0
20191020T191505,1.0573E+28,Germany,affiliate,0,1,0,0
20191020T172625,7.27281E+28,Germany,paysearch,0,1,0,0
20191020T133933,5.59739E+28,Germany,paysearch,0,1,0,0
20191020T095639,6.75486E+28,Germany,direct,0,1,0,0
20191020T190939,8.11231E+28,Germany,orgsearch,0,1,0,0
20191020T164725,3.38513E+28,Luxembourg,direct,0,1,0,0
20191020T101823,4.04299E+28,Germany,paysearch,0,1,0,0
20191020T192009,4.22401E+28,Germany,paysearch,0,1,0,0
20191020T212837,3.10731E+27,Germany,orgsearch,0,1,0,0
20191020T185804,1.88153E+28,Germany,paysearch,0,1,0,0
20191020T111500,8.09412E+28,Germany,paysearch,0,1,0,0
20191020T171400,4.38318E+28,Germany,paysearch,0,1,0,0
20191020T093736,2.56804E+28,Germany,orgsearch,0,1,0,0
20191020T135852,2.95463E+28,Germany,paysearch,0,1,0,0
20191020T190051,1.12814E+27,Germany,paysearch,0,1,0,0
20191020T141757,2.20905E+28,Germany,paysearch,0,1,0,0
20191020T174830,2.29596E+28,Germany,direct,0,1,0,0
20191020T164755,9.70612E+27,Germany,paysearch,0,1,0,0
20191020T180214,7.96491E+28,Germany,paysearch,0,1,0,0
20191020T115836,5.1127E+28,Germany,paysearch,0,1,0,0
20191020T074217,5.31171E+28,Germany,paysearch,0,1,0,0
20191020T081327,6.20182E+28,Germany,direct,0,1,0,0
20191020T093632,2.93229E+28,Germany,orgsearch,0,1,0,0
20191020T070210,4.00322E+28,Germany,orgsearch,0,1,0,0
20191020T080542,4.83258E+28,Germany,affiliate,0,1,0,0
20191020T200010,3.69913E+28,Germany,affiliate,0,1,0,0
20191020T103027,7.26044E+28,Germany,affiliate,0,1,0,0
20191020T202501,7.97843E+28,Germany,paysearch,0,1,0,0
20191020T175617,5.70866E+28,Spain,affiliate,0,1,0,0
20191020T194625,5.94367E+28,Germany,affiliate,0,1,0,0
20191020T125719,1.22935E+27,Germany,affiliate,0,1,0,0
20191020T211524,4.7601E+28,Germany,orgsearch,0,1,0,0
20191020T155316,2.01463E+28,Germany,paysearch,0,1,0,0
20191020T174223,7.48529E+27,Germany,paysearch,0,1,0,0
20191020T141849,8.45967E+27,Germany,paysearch,0,1,0,0
20191020T090130,8.09463E+28,Germany,paysearch,0,1,0,0
20191020T180615,6.91839E+28,Germany,paysearch,0,1,0,0
20191020T144355,6.14818E+28,Germany,paysearch,0,1,0,0
20191020T182046,1.40108E+28,Germany,paysearch,0,1,0,0
20191020T122155,9.1526E+28,Germany,paysearch,0,1,0,0
20191020T095749,9.16999E+28,Germany,paysearch,0,1,0,0
20191020T094608,3.16011E+28,Germany,paysearch,0,1,0,0
20191020T123326,3.50788E+28,Germany,affiliate,0,1,0,0
20191020T174809,8.62637E+28,Germany,paysearch,0,1,0,0
20191020T155322,8.7519E+28,Germany,direct,0,1,0,0
20191020T115600,6.57918E+28,Germany,affiliate,0,1,0,0
20191020T114905,2.6822E+28,Germany,paysearch,0,1,0,0
20191020T180231,4.67792E+28,Germany,paysearch,0,1,0,0
20191020T173242,4.79284E+28,Germany,affiliate,0,1,0,0
20191020T130056,3.34247E+28,Germany,affiliate,0,1,0,0
20191020T163924,3.47793E+28,Germany,paysearch,0,1,0,0
20191020T092323,3.505E+27,Germany,paysearch,0,1,0,0
20191020T214937,2.29091E+28,Germany,paysearch,0,1,0,0
20191020T193607,2.40976E+28,Germany,paysearch,0,1,0,0
20191020T084907,7.0933E+27,Germany,paysearch,0,1,0,0
20191020T071640,1.10928E+28,Germany,affiliate,0,1,0,0
20191020T165039,1.45286E+28,Germany,paysearch,0,1,0,0
20191020T193501,7.66815E+28,Germany,paysearch,0,1,0,0
20191020T105633,6.94559E+28,Germany,paysearch,0,1,0,0
20191020T162058,6.15499E+28,Germany,paysearch,0,1,0,0
20191020T122549,6.74413E+28,Germany,paysearch,0,1,0,0
20191020T122616,6.12061E+28,Germany,orgsearch,0,1,0,0
20191020T155458,9.02809E+28,Germany,paysearch,0,1,0,0
20191020T092845,7.19474E+28,Germany,paysearch,0,1,0,0
20191020T203711,8.98982E+28,Germany,paysearch,0,1,0,0
20191020T110114,4.59572E+28,Germany,paysearch,0,1,0,0
20191020T162305,3.03853E+28,Germany,affiliate,0,1,1,0
20191020T194254,2.341E+28,Germany,paysearch,0,1,1,0
20191020T145753,5.83098E+28,Germany,paysearch,0,1,1,1
20191020T165640,6.20798E+28,Germany,paysearch,0,1,0,0
20191020T144702,2.17485E+28,Germany,paysearch,0,1,0,0
20191020T193819,1.16461E+28,Germany,paysearch,0,1,0,0
20191020T100107,7.16913E+28,Germany,paysearch,0,1,0,0
20191020T130634,7.75985E+28,Germany,paysearch,0,1,0,0
20191020T152819,6.6587E+28,Germany,paysearch,0,1,0,0
20191020T092947,7.10842E+28,Germany,orgsearch,0,1,1,0
20191020T170933,8.97003E+28,Germany,paysearch,0,1,0,0
20191020T171827,4.66623E+28,Germany,paysearch,0,1,0,0
20191020T164907,4.43866E+28,Germany,paysearch,0,1,1,0
20191020T195746,2.74632E+28,Germany,paysearch,0,1,0,0
20191020T153926,2.85989E+28,Germany,paysearch,0,1,1,0
20191020T141238,2.99843E+28,Germany,paysearch,0,1,1,0
20191020T122209,3.91884E+28,Germany,orgsearch,0,1,0,0
20191020T194400,1.48989E+27,Germany,paysearch,0,1,0,0
20191020T191410,9.2995E+27,Germany,paysearch,0,1,0,0
20191020T093706,9.64122E+27,Germany,orgsearch,0,1,0,0
20191020T095656,7.40403E+28,Germany,paysearch,0,1,0,0
20191020T124834,7.40403E+28,Germany,paysearch,0,1,0,0
20191020T192030,7.6787E+28,Germany,paysearch,0,1,0,0
20191020T141915,7.91901E+28,Germany,direct,0,1,0,0
20191020T101841,8.45745E+28,Germany,paysearch,0,1,0,0
20191020T194427,5.07795E+28,Germany,paysearch,0,1,0,0
20191020T193637,5.35596E+28,Germany,paysearch,0,1,0,0
20191020T185733,5.50387E+28,Germany,paysearch,0,1,0,0
20191020T105030,5.9156E+28,Germany,orgsearch,0,1,0,0
20191020T132238,6.77073E+28,Germany,paysearch,0,1,0,0
20191020T175832,9.09648E+27,Germany,paysearch,0,1,0,0
20191020T123331,4.29989E+28,Switzerland,affiliate,0,1,1,0
20191020T214452,6.67609E+28,Germany,affiliate,0,1,0,0
20191020T003343,1.69866E+28,Germany,paysearch,0,1,0,0
20191020T105911,5.02611E+28,Germany,paysearch,0,1,0,0
20191020T141622,3.80721E+27,Germany,paysearch,0,1,0,0
20191020T164829,1.19143E+28,Germany,orgsearch,0,1,0,0
20191020T153217,7.94033E+28,Germany,paysearch,0,1,0,0
20191020T115034,5.91841E+28,Germany,paysearch,0,1,0,0
20191020T144835,2.39764E+28,Germany,paysearch,0,1,0,0
20191020T142627,8.99624E+28,Germany,affiliate,0,1,0,0
20191020T103226,4.73317E+28,Germany,affiliate,0,1,1,0
20191020T183528,4.84118E+28,Germany,paysearch,0,1,0,0
20191020T143245,4.45591E+27,Germany,affiliate,0,1,0,0
20191020T185221,9.02349E+27,Germany,paysearch,0,1,0,0
20191020T173931,1.65504E+28,Germany,affiliate,0,1,0,0
20191020T094116,7.37369E+28,Germany,orgsearch,0,1,0,0
20191020T155415,7.58321E+28,Germany,paysearch,0,1,0,0
20191020T120502,6.95302E+28,Germany,affiliate,0,1,0,0
20191020T125606,5.74015E+28,Germany,affiliate,0,1,0,0
20191020T150116,6.05095E+28,Germany,paysearch,0,1,0,0
20191020T044523,8.92384E+28,Germany,affiliate,0,1,0,0
20191020T174542,2.20538E+27,Germany,orgsearch,0,1,0,0
20191020T160733,4.02813E+28,Germany,affiliate,0,1,1,0
20191020T143437,1.58461E+28,Germany,affiliate,0,1,0,0
20191020T011158,7.30732E+28,Germany,affiliate,0,1,0,0
20191020T143629,5.74885E+28,Germany,affiliate,0,1,0,0
20191020T182319,3.12627E+28,Germany,paysearch,0,1,0,0
20191020T111129,4.25972E+28,Germany,orgsearch,0,1,0,0
20191020T040932,2.54613E+28,Germany,direct,0,1,0,0
20191020T091621,2.89534E+28,Germany,direct,0,1,0,0
20191020T132635,3.61589E+28,Germany,direct,0,1,0,0
20191020T104757,5.76884E+27,Germany,orgsearch,0,1,0,0
20191020T202712,7.51186E+27,Switzerland,orgsearch,0,1,0,0
20191020T090431,9.29911E+27,Germany,paysearch,0,1,0,0
20191020T113341,7.04855E+28,Germany,orgsearch,0,1,0,0
20191020T085454,8.67273E+28,Germany,orgsearch,0,1,0,0
20191020T064050,5.88036E+28,Germany,direct,0,1,0,0
20191020T100758,7.33918E+28,Germany,paysearch,0,1,0,0
20191020T053933,2.9361E+28,Germany,paysearch,0,1,0,0
20191020T135924,3.02421E+28,Germany,paysearch,0,1,0,0
20191020T100526,4.09304E+28,Germany,paysearch,0,1,0,0
20191020T182222,2.11697E+28,Germany,orgsearch,0,1,0,0
20191020T131154,2.06347E+28,Germany,paysearch,0,1,0,0
20191020T181108,3.27853E+27,Germany,paysearch,0,1,0,0
20191020T085224,1.08523E+28,Germany,paysearch,0,1,0,0
20191020T141842,1.19583E+28,Germany,paysearch,0,1,0,0
20191020T084221,7.00257E+28,Germany,paysearch,0,1,0,0
20191020T084116,6.95666E+28,Germany,paysearch,0,1,0,0
20191020T063302,5.42889E+28,Germany,paysearch,0,1,0,0
20191020T150436,5.71764E+28,Germany,paysearch,0,1,0,0
20191020T071733,3.01861E+28,Germany,paysearch,0,1,0,0
20191020T151714,6.9261E+28,Germany,orgsearch,0,1,0,0
20191020T112125,6.11465E+28,Germany,orgsearch,0,1,0,0
20191020T131459,6.89519E+28,Germany,direct,0,1,0,0
20191020T193908,3.87789E+28,Germany,orgsearch,0,1,0,0
20191020T164238,3.60941E+28,Germany,paysearch,0,1,0,0
20191020T135429,4.73703E+28,Germany,paysearch,0,1,0,0
20191020T152917,7.72253E+28,Germany,paysearch,0,1,0,0
20191020T083049,7.1087E+28,Germany,paysearch,0,1,0,0
20191020T192232,1.66668E+28,Germany,orgsearch,0,1,0,0
20191020T134348,3.69125E+28,Germany,paysearch,0,1,0,0
20191020T081929,6.76089E+28,Germany,paysearch,0,1,0,0
20191020T133103,6.86892E+28,Spain,direct,0,1,1,0
20191020T070652,6.28668E+28,Germany,orgsearch,0,1,0,0
20191020T112020,4.73919E+28,Germany,paysearch,0,1,0,0
20191020T110510,2.90935E+28,Germany,paysearch,0,1,0,0
20191020T181853,3.95649E+28,Germany,paysearch,0,1,0,0
20191020T115402,1.36486E+28,Germany,paysearch,0,1,0,0
20191020T084359,7.61667E+28,Germany,paysearch,0,1,0,0
20191020T191828,2.90762E+28,Germany,paysearch,0,1,0,0
20191020T073407,2.81767E+27,Germany,paysearch,0,1,0,0
20191020T184217,6.55494E+28,Germany,paysearch,0,1,0,0
20191020T193418,2.78428E+28,Germany,paysearch,0,1,0,0
20191020T095518,5.4748E+28,Germany,paysearch,0,1,1,0
20191020T140113,8.82171E+28,Germany,paysearch,0,1,0,0
20191020T182830,2.74433E+28,Germany,paysearch,0,1,0,0
20191020T073122,2.32926E+28,Germany,orgsearch,0,1,0,0
20191020T155128,9.11091E+28,Germany,paysearch,0,1,0,0
20191020T112335,1.36742E+28,Germany,paysearch,0,1,0,0
20191020T121431,4.41237E+28,Germany,paysearch,0,1,0,0
20191020T112629,2.83726E+28,Turkey,orgsearch,0,1,0,0
20191020T181426,9.74868E+27,Germany,affiliate,0,1,0,0
20191020T090448,3.5941E+28,Germany,orgsearch,0,1,0,0
20191020T103940,3.49843E+28,Germany,direct,0,1,0,0
20191020T175634,3.22507E+28,Germany,orgsearch,0,1,0,0
20191020T105845,4.67823E+28,Germany,orgsearch,0,1,0,0
20191020T090852,3.93923E+28,Germany,paysearch,0,1,0,0
20191020T130201,7.28456E+28,Germany,paysearch,0,1,0,0
20191020T123907,8.89895E+28,Germany,paysearch,0,1,0,0
20191020T195338,2.96966E+28,Ukraine,affiliate,0,1,0,0
20191020T122620,1.58859E+28,Germany,paysearch,0,1,0,0
20191020T083807,8.8419E+28,Germany,orgsearch,0,1,0,0
20191020T142612,6.69354E+28,Germany,paysearch,0,1,0,0
20191020T094713,2.94326E+28,Germany,paysearch,0,1,1,0
20191020T084548,8.60419E+28,Germany,affiliate,0,1,0,0
20191020T174759,5.86377E+28,Germany,paysearch,0,1,0,0
20191020T090836,2.4426E+28,Germany,affiliate,0,1,0,0
20191020T091543,4.47552E+28,Germany,orgsearch,0,1,0,0
20191020T190239,2.51655E+28,Germany,direct,0,1,0,0
20191020T201100,4.65773E+28,Germany,direct,0,1,0,0
20191020T164206,4.77035E+28,Austria,affiliate,0,1,0,0
20191020T074238,4.77279E+28,Germany,affiliate,0,1,0,0
20191020T075103,2.88985E+28,Germany,direct,0,1,0,0
20191020T140751,2.96456E+28,Germany,direct,0,1,0,0
20191020T071115,3.01091E+28,Germany,orgsearch,0,1,0,0
20191020T100845,3.36252E+28,South Korea,affiliate,0,1,0,0
20191020T111952,3.86332E+28,Germany,orgsearch,0,1,0,0
20191020T154545,4.27677E+28,Germany,affiliate,0,1,0,0
20191019T220503,4.30238E+28,Germany,orgsearch,0,1,1,0
20191020T130324,2.05137E+28,Germany,orgsearch,0,1,0,0
20191020T125839,1.98853E+28,Germany,orgsearch,0,1,0,0
20191020T110204,1.50888E+27,Germany,direct,0,1,0,0
20191020T102003,4.58923E+27,Germany,direct,0,1,0,0
20191020T092838,5.56078E+27,Germany,direct,0,1,0,0
20191020T185356,5.89825E+27,Germany,orgsearch,0,1,0,0
20191020T111308,6.75418E+27,Spain,direct,0,1,0,0
20191020T084010,1.13413E+28,Germany,orgsearch,0,1,0,0
20191020T191533,1.54587E+28,Germany,direct,0,1,0,0
20191020T103709,1.74706E+28,Germany,orgsearch,0,1,0,0
20191020T092013,7.04037E+28,Germany,direct,0,1,0,0
20191020T145815,7.15667E+28,Spain,affiliate,0,1,0,0
20191020T200420,7.34302E+28,Germany,direct,0,1,0,0
20191020T081557,7.5389E+28,Austria,orgsearch,0,1,0,0
20191020T144149,7.38113E+28,Germany,direct,0,1,0,0
20191020T174442,7.47007E+28,Germany,orgsearch,0,1,0,0
20191020T194655,7.5742E+28,Germany,orgsearch,0,1,0,0
20191020T125920,6.90785E+28,Germany,direct,0,1,0,0
20191020T191909,4.94311E+28,Turkey,orgsearch,0,1,0,0
20191020T043019,5.27354E+28,Germany,direct,0,1,0,0
20191020T200154,5.46058E+28,Germany,direct,0,1,0,0
20191020T203437,5.85878E+28,Germany,paysearch,0,1,0,0
20191020T180632,5.89668E+28,Germany,direct,0,1,0,0
20191020T142054,4.49291E+28,Germany,paysearch,0,1,0,0
20191020T110224,4.61928E+28,Germany,affiliate,0,1,0,0
20191020T101451,4.46594E+28,Germany,paysearch,0,1,0,0
20191020T145159,4.82507E+28,Germany,paysearch,0,1,0,0
20191020T161831,4.8951E+28,Germany,orgsearch,0,1,0,0
20191020T112136,3.02809E+28,Germany,paysearch,0,1,0,0
20191020T145518,3.78725E+28,Germany,paysearch,0,1,0,0
20191020T212413,4.09256E+28,Germany,paysearch,0,1,0,0
20191020T183519,2.03366E+28,Germany,paysearch,0,1,0,0
20191020T165236,4.15994E+27,Germany,paysearch,0,1,1,0
20191020T140847,8.59867E+27,Germany,direct,0,1,0,0
20191020T143740,1.44245E+28,Germany,paysearch,0,1,0,0
20191020T095125,1.44878E+28,Germany,paysearch,0,1,0,0
20191019T223154,1.45303E+28,Germany,affiliate,0,1,0,0
20191020T192710,7.15474E+28,Germany,paysearch,0,1,0,0
20191020T102550,7.49197E+28,Germany,paysearch,0,1,0,0
20191020T191524,8.10113E+28,Germany,paysearch,0,1,0,0
20191020T162301,8.20273E+28,Germany,affiliate,0,1,0,0
20191020T130722,4.9303E+28,Germany,paysearch,0,1,0,0
20191020T184826,5.05555E+28,Germany,paysearch,0,1,1,0
20191020T201224,5.26057E+28,Germany,paysearch,0,1,0,0
20191020T163903,5.53009E+28,Germany,paysearch,0,1,0,0
20191020T055305,5.81121E+28,Germany,paysearch,0,1,0,0
20191020T064137,5.88164E+28,Germany,direct,0,1,0,0
20191020T085348,6.14488E+28,Germany,paysearch,0,1,0,0
20191020T131552,6.2709E+28,Germany,paysearch,0,1,0,0
20191020T174909,6.55245E+28,Germany,orgsearch,0,1,0,0
20191020T082444,6.63934E+28,Germany,paysearch,0,1,0,0
20191020T100011,6.69495E+28,Germany,paysearch,0,1,1,0
20191020T111439,7.77097E+26,Germany,paysearch,0,1,0,0
20191020T145513,4.8675E+28,Germany,orgsearch,0,1,0,0
20191020T163116,1.50682E+28,Germany,orgsearch,0,1,0,0
20191020T150531,5.70124E+28,Germany,orgsearch,0,1,0,0
20191020T104407,3.06439E+28,Germany,paysearch,0,1,0,0
